nome;período;homicidios-negros;homicidios-mulheres;homicidios-nao-negros;homicidios-de-jovens;homicidios-homens;homicidios-homens-nao-negros;homicidios-de-jovens-homens;homicidios-de-homens-por-armas-de-fogo;homicidio-de-jovens-por-armas-de-fogo;homicidios-mulheres-negras;homicidios;homicidios-de-jovens-mulheres;homicidios-mulheres-nao-negras;homicidios-homens-negros;homicidios-de-mulheres-por-armas-de-fogo;homicidios-por-armas-de-fogo
PE;2009;3460.0;304.0;370.0;2281.0;3656.0;328.0;2136;1418.0;1939.0;252.0;3963.0;145;42.0;3208.0;186.0;3117
PI;2009;318.0;31.0;56.0;205.0;354.0;49.0;193;3805.0;117.0;22.0;385.0;12;7.0;296.0;14.0;184
PR;2009;677.0;331.0;2972.0;2078.0;3361.0;2698.0;1920;2406.0;1672.0;57.0;3698.0;158;274.0;619.0;199.0;2673
RJ;2009;3430.0;350.0;1684.0;2841.0;5000.0;1538.0;2704;3606.0;2205.0;190.0;5365.0;137;145.0;3237.0;199.0;4009
RN;2009;612.0;57.0;132.0;455.0;743.0;115.0;434;2470.0;379.0;38.0;800.0;21;17.0;574.0;30.0;620
RO;2009;373.0;51.0;142.0;231.0;486.0;127.0;208;325.0;172.0;35.0;538.0;23;15.0;338.0;28.0;353
RR;2009;78.0;24.0;37.0;52.0;94.0;26.0;43;1519.0;13.0;12.0;118.0;9;11.0;66.0;4.0;27
RS;2009;445.0;225.0;1775.0;1081.0;2017.0;1589.0;980;471.0;858.0;36.0;2242.0;101;186.0;409.0;126.0;1645
SC;2009;115.0;93.0;687.0;429.0;726.0;605.0;391;401.0;312.0;8.0;820.0;38;82.0;107.0;39.0;511
SE;2009;475.0;36.0;74.0;324.0;617.0;65.0;311;1183.0;244.0;21.0;653.0;13;9.0;454.0;16.0;451
SP;2009;2618.0;660.0;3799.0;2940.0;5882.0;3382.0;2692;528.0;1974.0;230.0;6557.0;248;413.0;2385.0;235.0;3851
TO;2009;231.0;31.0;55.0;135.0;258.0;47.0;120;623.0;64.0;23.0;289.0;15;8.0;208.0;12.0;128
AC;2010;96.0;19.0;28.0;74.0;146.0;25.0;67;56.0;34.0;13.0;165.0;7;3.0;83.0;7.0;63
AL;2010;1696.0;137.0;48.0;1287.0;1950.0;42.0;1223;607.0;1118.0;104.0;2087.0;64;6.0;1592.0;88.0;1721
AM;2010;980.0;65.0;76.0;634.0;1017.0;71.0;602;2373.0;405.0;60.0;1082.0;32;5.0;920.0;28.0;635
AP;2010;205.0;16.0;28.0;168.0;244.0;26.0;164;27.0;72.0;14.0;260.0;4;2.0;191.0;5.0;103
BA;2010;5145.0;438.0;374.0;3571.0;5398.0;332.0;3357;98.0;2938.0;361.0;5844.0;214;42.0;4781.0;235.0;4439
CE;2010;1711.0;173.0;299.0;1494.0;2515.0;272.0;1432;122.0;1219.0;111.0;2688.0;62;27.0;1600.0;103.0;2057
DF;2010;680.0;66.0;100.0;452.0;720.0;85.0;420;785.0;379.0;50.0;786.0;32;15.0;630.0;42.0;576
ES;2010;1299.0;174.0;265.0;1036.0;1618.0;231.0;957;191.0;875.0;128.0;1792.0;79;34.0;1171.0;94.0;1359
GO;2010;1533.0;182.0;397.0;1088.0;1795.0;349.0;1003;1954.0;803.0;128.0;1979.0;85;48.0;1403.0;80.0;1317
MA;2010;1341.0;117.0;151.0;837.0;1402.0;133.0;785;578.0;480.0;99.0;1519.0;52;18.0;1242.0;42.0;827
MG;2010;2515.0;409.0;938.0;1956.0;3236.0;797.0;1772;1633.0;1523.0;259.0;3646.0;184;141.0;2256.0;197.0;2456
MS;2010;374.0;76.0;271.0;292.0;579.0;238.0;267;2497.0;186.0;38.0;656.0;25;33.0;336.0;21.0;344
MT;2010;722.0;80.0;243.0;462.0;890.0;217.0;434;1129.0;310.0;54.0;972.0;28;26.0;667.0;27.0;566
PA;2010;3198.0;231.0;266.0;1935.0;3286.0;236.0;1819;434.0;1469.0;197.0;3521.0;115;30.0;2998.0;126.0;2502
PB;2010;1325.0;119.0;56.0;834.0;1336.0;48.0;782;4201.0;733.0;98.0;1455.0;52;8.0;1227.0;79.0;1208
PE;2010;3000.0;247.0;257.0;1977.0;3226.0;228.0;1858;1265.0;1612.0;197.0;3473.0;119;29.0;2803.0;152.0;2649
PI;2010;327.0;40.0;55.0;195.0;371.0;45.0;184;3912.0;115.0;28.0;411.0;11;10.0;299.0;16.0;207
PR;2010;670.0;338.0;2871.0;1970.0;3248.0;2588.0;1805;2259.0;1621.0;51.0;3586.0;165;283.0;619.0;189.0;2630
RJ;2010;3684.0;339.0;1738.0;3020.0;5310.0;1610.0;2888;3233.0;2261.0;196.0;5667.0;132;128.0;3484.0;191.0;4111
RN;2010;633.0;71.0;111.0;439.0;739.0;98.0;408;2441.0;349.0;51.0;810.0;31;13.0;582.0;33.0;611
RO;2010;388.0;37.0;142.0;226.0;508.0;131.0;216;333.0;162.0;23.0;546.0;10;11.0;364.0;17.0;351
RR;2010;102.0;11.0;13.0;52.0;110.0;11.0;45;1376.0;12.0;9.0;121.0;7;2.0;93.0;2.0;29
RS;2010;436.0;227.0;1623.0;983.0;1856.0;1438.0;891;441.0;787.0;38.0;2085.0;92;185.0;398.0;119.0;1496
SC;2010;129.0;110.0;673.0;380.0;712.0;578.0;338;322.0;255.0;15.0;823.0;42;94.0;114.0;42.0;483
SE;2010;569.0;43.0;58.0;351.0;633.0;52.0;332;1237.0;264.0;36.0;676.0;19;6.0;533.0;18.0;452
SP;2010;2442.0;678.0;3336.0;2671.0;5355.0;2911.0;2389;538.0;1793.0;223.0;6039.0;281;424.0;2219.0;232.0;3469
TO;2010;280.0;34.0;41.0;178.0;293.0;38.0;160;534.0;68.0;30.0;327.0;18;3.0;250.0;9.0;131
AC;2011;99.0;18.0;16.0;73.0;146.0;12.0;64;45.0;26.0;11.0;164.0;9;4.0;88.0;5.0;50
AL;2011;2013.0;138.0;74.0;1321.0;2106.0;67.0;1260;847.0;1178.0;114.0;2244.0;61;7.0;1899.0;94.0;1913
AM;2011;1131.0;81.0;146.0;791.0;1210.0;131.0;762;1968.0;590.0;66.0;1292.0;29;15.0;1065.0;32.0;879
AP;2011;179.0;19.0;27.0;122.0;190.0;24.0;112;25.0;53.0;16.0;209.0;10;3.0;163.0;9.0;80
BA;2011;4780.0;449.0;415.0;3221.0;5089.0;374.0;3017;71.0;2636.0;375.0;5549.0;204;40.0;4402.0;250.0;4170
CE;2011;1647.0;189.0;275.0;1568.0;2603.0;251.0;1485;145.0;1257.0;106.0;2792.0;83;24.0;1541.0;119.0;2063
DF;2011;784.0;79.0;110.0;493.0;823.0;94.0;455;893.0;405.0;61.0;902.0;38;16.0;723.0;44.0;657
ES;2011;1209.0;167.0;241.0;1005.0;1505.0;201.0;918;241.0;887.0;104.0;1672.0;87;40.0;1105.0;105.0;1352
GO;2011;1721.0;262.0;459.0;1201.0;2005.0;392.0;1098;1944.0;941.0;182.0;2272.0;103;67.0;1537.0;129.0;1579
MA;2011;1364.0;131.0;204.0;820.0;1460.0;184.0;765;744.0;515.0;109.0;1591.0;55;20.0;1255.0;51.0;944
MG;2011;2906.0;457.0;1226.0;2250.0;3804.0;1061.0;2058;1819.0;1831.0;283.0;4262.0;192;165.0;2622.0;220.0;3000
MS;2011;416.0;78.0;252.0;307.0;595.0;214.0;274;2393.0;194.0;40.0;673.0;33;38.0;376.0;35.0;368
MT;2011;740.0;87.0;254.0;474.0;920.0;227.0;439;1271.0;320.0;60.0;1009.0;35;27.0;679.0;34.0;602
PA;2011;2787.0;186.0;245.0;1758.0;2881.0;217.0;1679;493.0;1292.0;154.0;3073.0;79;27.0;2629.0;106.0;2077
PB;2011;1441.0;140.0;83.0;915.0;1474.0;65.0;847;3913.0;820.0;117.0;1614.0;68;18.0;1324.0;108.0;1379
PE;2011;3013.0;261.0;222.0;1928.0;3202.0;200.0;1810;1247.0;1538.0;223.0;3471.0;116;21.0;2790.0;143.0;2541
PI;2011;355.0;32.0;55.0;223.0;408.0;51.0;212;3228.0;147.0;28.0;440.0;11;4.0;327.0;10.0;251
PR;2011;654.0;283.0;2660.0;1786.0;3086.0;2440.0;1668;2779.0;1410.0;55.0;3376.0;118;220.0;599.0;139.0;2365
RJ;2011;3161.0;366.0;1448.0;2409.0;4403.0;1319.0;2264;3068.0;1818.0;223.0;4781.0;145;127.0;2933.0;177.0;3411
RN;2011;813.0;76.0;151.0;596.0;978.0;140.0;559;2222.0;481.0;56.0;1054.0;37;11.0;757.0;44.0;788
RO;2011;321.0;48.0;116.0;187.0;401.0;102.0;168;263.0;130.0;31.0;450.0;19;14.0;290.0;22.0;286
RR;2011;74.0;10.0;15.0;39.0;84.0;14.0;35;1413.0;10.0;9.0;95.0;4;1.0;65.0;0.0;25
RS;2011;448.0;202.0;1605.0;1018.0;1869.0;1424.0;926;450.0;829.0;21.0;2077.0;92;180.0;427.0;114.0;1531
SC;2011;128.0;74.0;675.0;389.0;737.0;607.0;355;333.0;273.0;5.0;811.0;34;68.0;123.0;33.0;483
SE;2011;671.0;60.0;58.0;371.0;671.0;49.0;343;1446.0;292.0;50.0;731.0;28;9.0;621.0;30.0;523
SP;2011;2473.0;580.0;3189.0;2505.0;5257.0;2808.0;2304;568.0;1643.0;179.0;5842.0;201;380.0;2293.0;192.0;3262
TO;2011;288.0;49.0;62.0;160.0;311.0;51.0;137;613.0;78.0;36.0;361.0;23;11.0;252.0;13.0;158
AC;2012;171.0;16.0;18.0;101.0;192.0;17.0;95;81.0;45.0;14.0;208.0;6;1.0;157.0;4.0;85
AL;2012;1905.0;133.0;85.0;1231.0;1913.0;73.0;1166;803.0;1099.0;116.0;2046.0;65;12.0;1789.0;100.0;1737
AM;2012;1183.0;118.0;150.0;732.0;1225.0;121.0;684;2013.0;508.0;89.0;1344.0;48;28.0;1094.0;52.0;855
AP;2012;215.0;17.0;21.0;164.0;236.0;19.0;156;29.0;81.0;15.0;253.0;8;2.0;200.0;6.0;117
BA;2012;5358.0;437.0;437.0;3662.0;5702.0;395.0;3460;111.0;2930.0;368.0;6148.0;202;42.0;4989.0;262.0;4594
CE;2012;1921.0;219.0;249.0;2329.0;3621.0;223.0;2235;160.0;2031.0;110.0;3841.0;94;26.0;1811.0;142.0;3135
DF;2012;849.0;77.0;94.0;517.0;875.0;83.0;480;1111.0;432.0;63.0;954.0;37;11.0;785.0;42.0;725
ES;2012;1342.0;163.0;192.0;969.0;1504.0;175.0;887;293.0;866.0;137.0;1667.0;82;17.0;1205.0;106.0;1335
GO;2012;2134.0;247.0;578.0;1518.0;2540.0;511.0;1394;2992.0;1195.0;171.0;2793.0;124;67.0;1963.0;133.0;1955
MA;2012;1555.0;114.0;188.0;952.0;1662.0;172.0;910;824.0;653.0;96.0;1777.0;42;16.0;1459.0;41.0;1152
MG;2012;3200.0;460.0;1250.0;2512.0;4100.0;1102.0;2296;1637.0;2031.0;303.0;4562.0;216;148.0;2896.0;216.0;3228
MS;2012;447.0;77.0;228.0;291.0;606.0;196.0;267;2358.0;175.0;45.0;683.0;24;32.0;402.0;13.0;337
MT;2012;794.0;100.0;253.0;544.0;972.0;218.0;498;1135.0;375.0;62.0;1074.0;46;35.0;732.0;37.0;641
PA;2012;2942.0;232.0;248.0;1799.0;2993.0;221.0;1684;618.0;1310.0;202.0;3236.0;114;27.0;2738.0;119.0;2138
PB;2012;1295.0;137.0;89.0;901.0;1388.0;81.0;842;4329.0;767.0;119.0;1525.0;59;8.0;1176.0;89.0;1224
PE;2012;2991.0;216.0;182.0;1815.0;3106.0;161.0;1719;1229.0;1448.0;185.0;3327.0;95;21.0;2805.0;116.0;2475
PI;2012;453.0;46.0;50.0;269.0;479.0;45.0;249;3281.0;181.0;40.0;525.0;20;5.0;413.0;18.0;311
PR;2012;758.0;321.0;2657.0;1870.0;3162.0;2408.0;1732;3012.0;1476.0;68.0;3489.0;138;248.0;690.0;166.0;2433
RJ;2012;3228.0;365.0;1367.0;2397.0;4386.0;1241.0;2268;3639.0;1900.0;223.0;4772.0;129;125.0;2999.0;184.0;3472
RN;2012;861.0;64.0;191.0;649.0;1060.0;175.0;625;2262.0;542.0;42.0;1124.0;24;16.0;819.0;32.0;856
RO;2012;374.0;51.0;137.0;230.0;475.0;124.0;207;312.0;164.0;36.0;526.0;23;13.0;338.0;26.0;338
RR;2012;100.0;17.0;42.0;70.0;126.0;31.0;65;1602.0;17.0;7.0;144.0;5;10.0;93.0;3.0;32
RS;2012;514.0;247.0;1819.0;1149.0;2135.0;1617.0;1041;454.0;918.0;39.0;2382.0;108;202.0;475.0;135.0;1737
SC;2012;174.0;104.0;638.0;407.0;717.0;553.0;368;324.0;284.0;18.0;821.0;39;85.0;156.0;37.0;491
SE;2012;800.0;62.0;74.0;474.0;817.0;65.0;451;1820.0;385.0;52.0;879.0;23;9.0;748.0;30.0;648
SP;2012;2885.0;640.0;3520.0;2875.0;5920.0;3150.0;2657;604.0;1957.0;257.0;6566.0;218;370.0;2627.0;205.0;3848
TO;2012;306.0;49.0;59.0;182.0;330.0;50.0;165;682.0;97.0;40.0;379.0;17;9.0;266.0;18.0;178
AC;2013;194.0;32.0;23.0;119.0;202.0;20.0;107;86.0;58.0;29.0;234.0;12;3.0;165.0;9.0;95
AL;2013;1962.0;142.0;113.0;1313.0;2005.0;94.0;1250;662.0;1177.0;117.0;2148.0;62;18.0;1845.0;103.0;1860
AM;2013;1026.0;96.0;144.0;659.0;1095.0;122.0;628;2099.0;443.0;71.0;1191.0;31;22.0;955.0;33.0;695
AP;2013;177.0;19.0;27.0;147.0;206.0;25.0;139;65.0;69.0;15.0;225.0;8;2.0;162.0;6.0;104
BA;2013;5072.0;423.0;372.0;3338.0;5260.0;330.0;3142;98.0;2727.0;362.0;5694.0;196;42.0;4709.0;241.0;4287
CE;2013;2213.0;278.0;266.0;2705.0;4195.0;232.0;2558;133.0;2377.0;125.0;4473.0;147;34.0;2088.0;200.0;3655
DF;2013;747.0;78.0;81.0;465.0;759.0;69.0;430;1338.0;382.0;66.0;837.0;35;12.0;681.0;39.0;593
ES;2013;1311.0;171.0;237.0;985.0;1451.0;201.0;905;342.0;869.0;129.0;1622.0;80;36.0;1182.0;114.0;1290
GO;2013;2268.0;271.0;624.0;1598.0;2698.0;557.0;1484;3455.0;1293.0;191.0;2975.0;114;66.0;2076.0;141.0;2138
MA;2013;1895.0;131.0;208.0;1171.0;2031.0;184.0;1114;1094.0;790.0;107.0;2163.0;57;23.0;1788.0;58.0;1397
MG;2013;3350.0;427.0;1264.0;2595.0;4286.0;1118.0;2411;1756.0;2180.0;274.0;4717.0;183;145.0;3076.0;205.0;3468
MS;2013;400.0;75.0;226.0;265.0;555.0;192.0;243;2159.0;148.0;40.0;630.0;22;34.0;360.0;24.0;318
MT;2013;860.0;91.0;271.0;541.0;1064.0;243.0;515;1174.0;404.0;62.0;1158.0;26;28.0;798.0;34.0;745
PA;2013;3025.0;231.0;276.0;1785.0;3157.0;240.0;1691;701.0;1253.0;190.0;3405.0;93;35.0;2830.0;121.0;2229
PB;2013;1292.0;126.0;98.0;893.0;1424.0;86.0;829;4039.0;770.0;104.0;1551.0;64;12.0;1187.0;84.0;1258
PE;2013;2796.0;256.0;223.0;1709.0;2867.0;196.0;1589;1176.0;1357.0;224.0;3124.0;120;27.0;2572.0;139.0;2299
PI;2013;489.0;47.0;68.0;329.0;549.0;58.0;309;3365.0;234.0;36.0;598.0;20;10.0;451.0;22.0;365
PR;2013;599.0;283.0;2312.0;1538.0;2653.0;2089.0;1407;3262.0;1193.0;59.0;2936.0;131;223.0;540.0;124.0;2025
RJ;2013;3492.0;387.0;1443.0;2693.0;4687.0;1302.0;2554;3260.0;2014.0;236.0;5111.0;139;137.0;3247.0;185.0;3555
RN;2013;1124.0;89.0;198.0;883.0;1357.0;178.0;842;1901.0;743.0;59.0;1447.0;41;20.0;1064.0;54.0;1149
RO;2013;316.0;52.0;151.0;212.0;431.0;131.0;192;282.0;147.0;28.0;483.0;20;20.0;288.0;18.0;300
RR;2013;137.0;36.0;71.0;78.0;178.0;50.0;69;1602.0;31.0;14.0;214.0;9;21.0;123.0;5.0;70
RS;2013;487.0;210.0;1787.0;1078.0;2108.0;1614.0;995;405.0;903.0;33.0;2322.0;83;173.0;454.0;112.0;1714
SC;2013;117.0;102.0;659.0;369.0;686.0;577.0;326;294.0;233.0;16.0;789.0;43;82.0;101.0;36.0;442
SE;2013;877.0;56.0;84.0;520.0;908.0;76.0;494;1994.0;430.0;48.0;965.0;26;8.0;829.0;30.0;732
SP;2013;2676.0;620.0;3225.0;2552.0;5403.0;2823.0;2338;711.0;1694.0;215.0;6035.0;214;401.0;2459.0;174.0;3440
TO;2013;267.0;40.0;67.0;149.0;307.0;60.0;126;554.0;65.0;31.0;349.0;23;7.0;235.0;12.0;146
AC;2014;187.0;20.0;39.0;111.0;212.0;35.0;101;109.0;59.0;16.0;232.0;10;4.0;171.0;6.0;115
AL;2014;1947.0;125.0;75.0;1243.0;1960.0;71.0;1176;729.0;1117.0;118.0;2085.0;67;4.0;1829.0;85.0;1806
AM;2014;1102.0;80.0;105.0;678.0;1159.0;92.0;644;2170.0;451.0;64.0;1240.0;34;13.0;1038.0;33.0;762
AP;2014;232.0;20.0;15.0;162.0;236.0;14.0;149;43.0;99.0;19.0;256.0;13;1.0;213.0;8.0;152
BA;2014;5419.0;385.0;417.0;3553.0;5659.0;367.0;3405;144.0;2965.0;323.0;6052.0;148;50.0;5095.0;216.0;4671
CE;2014;2507.0;285.0;276.0;2831.0;4341.0;251.0;2696;162.0;2484.0;145.0;4626.0;135;25.0;2362.0;200.0;3795
DF;2014;710.0;60.0;118.0;453.0;783.0;105.0;427;1613.0;388.0;46.0;843.0;26;13.0;664.0;30.0;631
ES;2014;1316.0;140.0;243.0;958.0;1469.0;218.0;889;430.0;842.0;110.0;1609.0;69;25.0;1206.0;89.0;1292
GO;2014;2198.0;290.0;651.0;1568.0;2591.0;574.0;1439;3595.0;1299.0;212.0;2887.0;129;77.0;1986.0;153.0;2054
MA;2014;2179.0;152.0;236.0;1311.0;2307.0;215.0;1248;1246.0;962.0;129.0;2462.0;62;21.0;2048.0;75.0;1688
MG;2014;3412.0;403.0;1216.0;2573.0;4319.0;1075.0;2405;1721.0;2126.0;259.0;4724.0;168;141.0;3153.0;171.0;3377
MS;2014;432.0;85.0;258.0;322.0;615.0;218.0;283;2403.0;206.0;44.0;700.0;39;40.0;388.0;20.0;357
MT;2014;1022.0;111.0;311.0;636.0;1247.0;278.0;587;1171.0;463.0;76.0;1358.0;49;33.0;946.0;45.0;854
PA;2014;3135.0;249.0;216.0;1821.0;3189.0;194.0;1705;848.0;1331.0;221.0;3446.0;116;21.0;2912.0;132.0;2305
PB;2014;1342.0;117.0;85.0;869.0;1433.0;72.0;812;4451.0;759.0;98.0;1551.0;57;13.0;1244.0;81.0;1253
PE;2014;2907.0;239.0;377.0;1881.0;3113.0;344.0;1768;1203.0;1557.0;203.0;3358.0;113;33.0;2704.0;138.0;2543
PI;2014;589.0;63.0;44.0;392.0;654.0;40.0;369;3415.0;284.0;51.0;717.0;23;4.0;538.0;25.0;455
PR;2014;604.0;284.0;2344.0;1473.0;2694.0;2126.0;1356;3204.0;1184.0;63.0;2980.0;117;218.0;541.0;138.0;2071
RJ;2014;3954.0;464.0;1529.0;3027.0;5196.0;1364.0;2869;3335.0;2045.0;283.0;5718.0;157;164.0;3666.0;215.0;3642
RN;2014;1304.0;102.0;215.0;1002.0;1500.0;194.0;954;1932.0;883.0;71.0;1602.0;48;21.0;1233.0;68.0;1314
RO;2014;424.0;56.0;142.0;229.0;521.0;127.0;209;373.0;176.0;38.0;578.0;20;15.0;386.0;28.0;402
RR;2014;93.0;24.0;61.0;56.0;133.0;46.0;51;1926.0;22.0;10.0;158.0;5;14.0;83.0;4.0;47
RS;2014;628.0;250.0;2056.0;1323.0;2474.0;1860.0;1247;460.0;1083.0;51.0;2724.0;76;196.0;577.0;129.0;2055
SC;2014;159.0;111.0;728.0;402.0;794.0;640.0;361;337.0;254.0;21.0;905.0;41;88.0;138.0;39.0;499
SE;2014;1003.0;74.0;88.0;623.0;1023.0;79.0;596;1899.0;552.0;65.0;1097.0;27;9.0;938.0;50.0;898
SP;2014;2840.0;612.0;3205.0;2751.0;5561.0;2833.0;2542;809.0;1857.0;227.0;6185.0;209;371.0;2612.0;199.0;3541
TO;2014;296.0;35.0;71.0;188.0;342.0;64.0;173;601.0;101.0;29.0;381.0;14;6.0;267.0;13.0;176
AC;2015;183.0;19.0;30.0;105.0;198.0;25.0;94;111.0;65.0;14.0;217.0;11;5.0;169.0;5.0;116
AL;2015;1656.0;95.0;55.0;1049.0;1653.0;54.0;1009;886.0;928.0;90.0;1748.0;40;1.0;1566.0;61.0;1476
AM;2015;1338.0;115.0;118.0;809.0;1357.0;100.0;755;2389.0;549.0;96.0;1472.0;54;18.0;1242.0;44.0;930
AP;2015;264.0;18.0;15.0;165.0;275.0;12.0;159;50.0;96.0;13.0;293.0;6;3.0;251.0;7.0;154
BA;2015;5446.0;382.0;375.0;3559.0;5619.0;333.0;3408;147.0;2866.0;331.0;6012.0;151;42.0;5112.0;219.0;4555
CE;2015;2272.0;254.0;231.0;2450.0;3909.0;210.0;2350;263.0;2166.0;154.0;4163.0;100;21.0;2118.0;166.0;3393
DF;2015;598.0;58.0;133.0;382.0;682.0;120.0;360;1649.0;310.0;45.0;742.0;22;13.0;551.0;24.0;489
ES;2015;1168.0;141.0;187.0;830.0;1308.0;163.0;775;367.0;709.0;107.0;1450.0;55;24.0;1061.0;78.0;1093
GO;2015;2263.0;255.0;677.0;1618.0;2734.0;601.0;1516;3227.0;1328.0;176.0;2997.0;102;76.0;2087.0;134.0;2161
MA;2015;2118.0;148.0;267.0;1257.0;2286.0;240.0;1200;1181.0;968.0;115.0;2438.0;56;27.0;2003.0;67.0;1718
MG;2015;3300.0;415.0;1149.0;2378.0;4114.0;1009.0;2213;1415.0;1972.0;267.0;4532.0;165;139.0;3033.0;204.0;3214
MS;2015;405.0;58.0;225.0;264.0;576.0;205.0;241;2930.0;171.0;38.0;634.0;23;20.0;367.0;19.0;316
MT;2015;931.0;118.0;251.0;529.0;1082.0;221.0;481;1190.0;392.0;88.0;1203.0;48;30.0;843.0;50.0;769
PA;2015;3375.0;261.0;222.0;1936.0;3401.0;202.0;1827;1055.0;1462.0;236.0;3675.0;109;20.0;3138.0;144.0;2539
PB;2015;1306.0;111.0;90.0;828.0;1406.0;76.0;771;4330.0;737.0;84.0;1522.0;57;14.0;1222.0;73.0;1264
PE;2015;3373.0;233.0;402.0;2143.0;3606.0;370.0;2036;1014.0;1823.0;198.0;3847.0;103;32.0;3173.0;128.0;3065
PI;2015;544.0;67.0;60.0;328.0;582.0;52.0;300;2978.0;232.0;56.0;650.0;28;8.0;487.0;33.0;400
PR;2015;660.0;244.0;2241.0;1471.0;2691.0;2048.0;1383;3010.0;1149.0;49.0;2936.0;88;193.0;611.0;94.0;1972
RJ;2015;3517.0;387.0;1390.0;2761.0;4651.0;1238.0;2627;2919.0;1835.0;233.0;5067.0;134;150.0;3283.0;196.0;3182
RN;2015;1283.0;92.0;156.0;939.0;1453.0;147.0;899;1877.0;804.0;76.0;1545.0;40;9.0;1207.0;57.0;1238
RO;2015;446.0;63.0;142.0;261.0;537.0;129.0;234;348.0;178.0;49.0;600.0;27;13.0;397.0;35.0;383
RR;2015;148.0;29.0;53.0;77.0;174.0;36.0;69;2124.0;30.0;10.0;203.0;8;17.0;138.0;7.0;57
RS;2015;656.0;284.0;2247.0;1391.0;2660.0;2024.0;1291;536.0;1189.0;55.0;2944.0;100;223.0;601.0;158.0;2282
SC;2015;203.0;97.0;741.0;442.0;860.0;662.0;407;297.0;308.0;18.0;957.0;35;79.0;185.0;34.0;570
SE;2015;1221.0;70.0;77.0;716.0;1233.0;72.0;693;2024.0;637.0;64.0;1303.0;23;5.0;1157.0;53.0;1108
SP;2015;2537.0;559.0;2765.0;2333.0;4860.0;2414.0;2164;718.0;1556.0;201.0;5427.0;169;349.0;2336.0;175.0;3097
TO;2015;381.0;48.0;100.0;243.0;454.0;92.0;227;465.0;152.0;39.0;503.0;16;8.0;342.0;13.0;276
AC;2016;307.0;23.0;43.0;194.0;340.0;39.0;181;215.0;127.0;19.0;363.0;13;4.0;288.0;11.0;226
AL;2016;1757.0;101.0;34.0;1079.0;1718.0;28.0;1038;748.0;959.0;91.0;1820.0;41;6.0;1665.0;72.0;1546
AM;2016;1324.0;116.0;106.0;782.0;1335.0;84.0;729;2866.0;480.0;93.0;1452.0;53;22.0;1231.0;43.0;791
AP;2016;362.0;17.0;13.0;233.0;364.0;11.0;228;65.0;153.0;15.0;381.0;5;2.0;347.0;7.0;222
BA;2016;6512.0;441.0;442.0;4358.0;6728.0;392.0;4165;215.0;3509.0;379.0;7171.0;193;50.0;6132.0;261.0;5449
CE;2016;2512.0;218.0;209.0;2102.0;3424.0;195.0;1999;298.0;1794.0;149.0;3642.0;103;14.0;2363.0;139.0;2908
DF;2016;622.0;64.0;132.0;409.0;696.0;121.0;379;1540.0;336.0;53.0;760.0;30;11.0;569.0;31.0;516
ES;2016;1024.0;104.0;144.0;707.0;1166.0;126.0;670;417.0;622.0;81.0;1270.0;37;18.0;943.0;57.0;968
GO;2016;2349.0;238.0;638.0;1675.0;2789.0;582.0;1575;2769.0;1346.0;180.0;3036.0;99;54.0;2168.0;128.0;2143
MA;2016;2097.0;159.0;271.0;1212.0;2247.0;247.0;1157;1493.0;873.0;133.0;2408.0;55;24.0;1963.0;84.0;1625
MG;2016;3346.0;375.0;1177.0;2513.0;4246.0;1054.0;2365;1473.0;2047.0;247.0;4622.0;148;122.0;3099.0;169.0;3321
MS;2016;415.0;80.0;245.0;274.0;591.0;211.0;248;3328.0;159.0;46.0;671.0;26;34.0;369.0;25.0;326
MT;2016;922.0;104.0;244.0;516.0;1074.0;218.0;480;998.0;386.0;77.0;1180.0;36;26.0;845.0;38.0;752
PA;2016;3871.0;294.0;257.0;2266.0;3921.0;243.0;2137;1220.0;1776.0;274.0;4223.0;129;14.0;3597.0;178.0;3048
PB;2016;1187.0;107.0;83.0;699.0;1248.0;68.0;654;5188.0;597.0;88.0;1355.0;45;15.0;1099.0;62.0;1060
PE;2016;3858.0;282.0;529.0;2512.0;4160.0;490.0;2381;911.0;2105.0;238.0;4447.0;131;39.0;3618.0;146.0;3475
PI;2016;606.0;50.0;48.0;367.0;650.0;45.0;350;3801.0;265.0;43.0;701.0;17;3.0;563.0;22.0;440
PR;2016;663.0;238.0;2370.0;1574.0;2841.0;2180.0;1494;3151.0;1224.0;44.0;3080.0;80;190.0;619.0;105.0;2125
RJ;2016;4363.0;428.0;1530.0;3386.0;5569.0;1383.0;3252;2562.0;2343.0;276.0;6053.0;134;142.0;4076.0;202.0;4019
RN;2016;1553.0;100.0;204.0;1129.0;1754.0;185.0;1079;2020.0;997.0;74.0;1854.0;50;19.0;1479.0;76.0;1569
RO;2016;517.0;54.0;176.0;261.0;649.0;158.0;246;438.0;185.0;34.0;703.0;15;18.0;483.0;27.0;465
RR;2016;155.0;25.0;47.0;92.0;179.0;33.0;83;2314.0;38.0;10.0;204.0;9;14.0;145.0;7.0;72
RS;2016;757.0;308.0;2413.0;1608.0;2913.0;2163.0;1487;561.0;1352.0;50.0;3225.0;121;250.0;707.0;190.0;2507
SC;2016;240.0;107.0;734.0;475.0;877.0;654.0;437;301.0;344.0;27.0;984.0;38;80.0;213.0;50.0;611
SE;2016;1384.0;60.0;78.0;869.0;1404.0;73.0;847;2012.0;789.0;54.0;1465.0;22;5.0;1330.0;39.0;1259
